order_id,customer_id,product_id,category,quantity,price,order_date,country,payment_method,revenue
100098,1161,385,Home,4,233.69,06-05-2023,Canada,UPI,934.76
100099,1201,356,Books,3,11.13,25-03-2023,Germany,PayPal,33.39
100100,1445,360,Sports,4,202.7,23-02-2023,Germany,Card,810.8
100101,1483,259,Home,2,232.91,10-10-2023,USA,PayPal,465.82
100102,1269,319,Electronics,1,453.95,06-12-2023,UK,PayPal,453.95
100103,1350,382,Clothing,4,447.52,20-09-2023,USA,PayPal,1790.08
100104,1303,337,Books,3,483.22,26-12-2023,Germany,Card,1449.66
100105,1270,374,Electronics,3,443.13,10-08-2023,Germany,Card,1329.39
100106,1455,222,Sports,4,9.06,24-11-2023,USA,Card,36.24
100107,1461,348,Sports,2,322.52,02-01-2023,Germany,UPI,645.04
100108,1214,212,Clothing,1,38.78,02-11-2023,India,PayPal,38.78
100109,1251,300,Clothing,3,139.93,26-05-2023,Canada,NetBanking,419.79
100110,1189,360,Books,2,291.26,18-01-2023,UK,UPI,582.52
100111,1295,223,Books,1,351.8,16-01-2023,Canada,UPI,351.8
100112,1212,307,Clothing,1,329.04,04-11-2023,UK,NetBanking,329.04
100113,1207,210,Clothing,3,29.28,08-06-2023,Germany,PayPal,87.84
100114,1236,216,Sports,4,56.28,06-12-2023,USA,NetBanking,225.12
100115,1337,395,Clothing,3,68.65,18-12-2023,USA,Card,205.95
100116,1366,374,Home,3,50.25,25-10-2023,Germany,PayPal,150.75
100117,1052,224,Electronics,3,93.23,28-07-2023,UK,UPI,279.69
100118,1279,293,Clothing,2,345.8,24-07-2023,Germany,Card,691.6
100119,1409,220,Books,4,416.26,23-04-2023,UK,Card,1665.04
100120,1216,283,Home,2,207.36,27-06-2023,Germany,UPI,414.72
100121,1251,339,Books,3,347.93,28-07-2023,Germany,NetBanking,1043.79
100122,1187,236,Home,4,104.01,04-05-2023,Germany,Card,416.04
100123,1379,241,Clothing,1,486.77,15-01-2023,USA,Card,486.77
100124,1492,344,Electronics,4,178.25,12-12-2023,UK,PayPal,713
100125,1040,300,Books,3,423.7,25-10-2023,Australia,PayPal,1271.1
100126,1156,247,Home,4,472.96,14-02-2023,Germany,UPI,1891.84
100127,1014,302,Sports,1,433.03,04-04-2023,Canada,UPI,433.03
100128,1300,227,Clothing,1,38.2,17-04-2023,Canada,UPI,38.2
100129,1064,240,Electronics,4,326.9,05-10-2023,USA,NetBanking,1307.6
100130,1344,298,Clothing,1,64.44,08-05-2023,India,Card,64.44
100131,1326,246,Sports,2,7.8,07-02-2023,Australia,UPI,15.6
100132,1008,345,Electronics,4,30.63,07-04-2023,USA,PayPal,122.52
100133,1343,304,Sports,1,458.49,17-07-2023,India,Card,458.49
100134,1128,323,Clothing,1,454.69,11-07-2023,USA,UPI,454.69
100135,1491,398,Home,4,116.78,23-12-2023,Canada,Card,467.12
100136,1135,212,Clothing,2,275.8,07-01-2023,Germany,Card,551.6
100137,1471,340,Clothing,4,477.74,13-02-2023,UK,Card,1910.96
100138,1062,299,Clothing,1,250.87,28-11-2023,Germany,UPI,250.87
100139,1138,230,Books,4,199.82,07-01-2023,Canada,Card,799.28
100140,1498,329,Sports,1,244.21,13-07-2023,UK,Card,244.21
100141,1080,215,Sports,3,396.16,12-11-2023,India,Card,1188.48
100142,1391,336,Sports,4,241.25,01-01-2023,India,PayPal,965
100143,1162,272,Books,4,392.72,03-03-2023,Canada,UPI,1570.88
100144,1418,365,Home,1,218.69,09-12-2023,UK,NetBanking,218.69
100145,1288,253,Clothing,1,129.74,30-03-2023,Germany,PayPal,129.74
100146,1378,383,Home,1,166.6,18-01-2023,Canada,Card,166.6
100147,1260,299,Books,1,43.52,18-04-2023,India,Card,43.52
100148,1489,308,Sports,4,251.2,15-05-2023,Canada,NetBanking,1004.8
100149,1230,286,Clothing,1,78.31,06-11-2023,Germany,NetBanking,78.31
100150,1040,372,Electronics,4,406.72,08-03-2023,USA,PayPal,1626.88
100151,1027,361,Electronics,2,213.19,03-04-2023,Australia,Card,426.38
100152,1134,336,Home,4,383.68,18-05-2023,Australia,NetBanking,1534.72
100153,1200,207,Sports,1,477.46,08-07-2023,Australia,PayPal,477.46
100154,1327,206,Electronics,1,425.49,28-02-2023,USA,NetBanking,425.49
100155,1267,235,Home,2,475.97,06-07-2023,Germany,Card,951.94
100156,1417,217,Books,4,286.13,23-08-2023,UK,Card,1144.52
100157,1032,202,Home,2,86.84,10-03-2023,Canada,Card,173.68
100158,1047,227,Home,4,468.02,08-04-2023,Germany,Card,1872.08
100159,1406,269,Home,1,434.91,08-01-2023,USA,UPI,434.91
100160,1061,371,Clothing,4,432.88,07-11-2023,India,UPI,1731.52
100161,1215,348,Home,1,348.17,14-05-2023,Australia,UPI,348.17
100162,1292,227,Home,1,314.33,25-02-2023,Australia,PayPal,314.33
100163,1098,253,Clothing,3,12.29,26-12-2023,Germany,PayPal,36.87
100164,1171,381,Clothing,3,375.29,24-04-2023,Australia,NetBanking,1125.87
100165,1359,264,Books,4,50.31,29-03-2023,Australia,NetBanking,201.24
100166,1213,299,Sports,1,133.58,18-05-2023,Germany,PayPal,133.58
100167,1474,220,Electronics,2,277.99,18-04-2023,Germany,NetBanking,555.98
100168,1034,212,Electronics,1,228.61,23-01-2023,USA,PayPal,228.61
100169,1448,256,Home,2,12.81,24-05-2023,USA,UPI,25.62
100170,1226,248,Books,4,412.87,23-12-2023,Australia,PayPal,1651.48
100171,1100,317,Home,4,440.01,24-05-2023,Germany,PayPal,1760.04
100172,1430,253,Electronics,2,342.53,25-02-2023,Germany,NetBanking,685.06
100173,1461,337,Clothing,2,272.83,18-04-2023,Australia,NetBanking,545.66
100174,1130,252,Sports,1,480.57,17-12-2023,UK,PayPal,480.57
100175,1256,243,Books,4,64.38,06-01-2023,India,Card,257.52
100176,1004,246,Clothing,1,370.27,30-01-2023,Canada,NetBanking,370.27
100177,1217,252,Sports,2,68.54,03-11-2023,Canada,PayPal,137.08
100178,1254,273,Books,3,194.01,28-12-2023,Australia,NetBanking,582.03
100179,1397,245,Books,3,294.81,11-12-2023,Canada,Card,884.43
100180,1358,212,Electronics,3,369.86,07-05-2023,USA,NetBanking,1109.58
100181,1282,364,Clothing,2,6.84,29-10-2023,USA,PayPal,13.68
100182,1392,301,Books,1,134,01-05-2023,UK,PayPal,134
100183,1206,223,Books,4,271.41,09-04-2023,Australia,Card,1085.64
100184,1014,201,Sports,2,268.77,15-06-2023,USA,PayPal,537.54
100185,1345,280,Electronics,3,320.63,21-11-2023,Australia,Card,961.89
100186,1041,299,Home,1,155.41,15-11-2023,Australia,PayPal,155.41
100187,1379,341,Electronics,4,272.56,29-08-2023,Germany,PayPal,1090.24
100188,1460,337,Home,4,98.94,19-02-2023,India,NetBanking,395.76
100189,1178,362,Clothing,2,97.5,25-09-2023,India,NetBanking,195
100190,1062,352,Clothing,2,290.4,21-11-2023,Australia,Card,580.8
100191,1351,330,Books,4,344.31,14-03-2023,India,NetBanking,1377.24
100192,1230,310,Clothing,4,64.6,27-10-2023,India,UPI,258.4
100193,1240,301,Books,3,65.78,21-02-2023,Canada,Card,197.34
100194,1051,216,Electronics,4,284.82,22-09-2023,Canada,UPI,1139.28
100195,1095,211,Clothing,2,138.7,15-08-2023,Germany,Card,277.4
100196,1387,381,Electronics,1,199.24,12-07-2023,UK,UPI,199.24
100197,1221,315,Electronics,3,203.37,27-08-2023,USA,NetBanking,610.11
100198,1484,223,Clothing,3,93.38,10-01-2023,USA,NetBanking,280.14
100199,1406,228,Electronics,4,5.65,29-10-2023,Canada,PayPal,22.6
100200,1230,370,Clothing,1,427.31,25-12-2023,Australia,UPI,427.31
100201,1236,352,Clothing,3,358.93,16-08-2023,India,PayPal,1076.79
100202,1142,321,Clothing,2,346.82,20-10-2023,Germany,Card,693.64
100203,1170,387,Home,4,275.52,21-02-2023,UK,UPI,1102.08
100204,1028,289,Electronics,2,351.98,28-08-2023,Canada,PayPal,703.96
100205,1035,264,Sports,4,468.17,09-04-2023,Australia,Card,1872.68
100206,1012,283,Clothing,3,334.51,22-03-2023,Germany,UPI,1003.53
100207,1159,318,Electronics,4,136.22,13-01-2023,Australia,PayPal,544.88
100208,1326,355,Books,1,287.43,23-12-2023,Germany,UPI,287.43
100209,1186,215,Clothing,2,223.95,08-05-2023,Canada,UPI,447.9
100210,1242,374,Clothing,1,280.43,31-10-2023,Germany,PayPal,280.43
100211,1085,303,Sports,2,261.22,11-01-2023,India,NetBanking,522.44
100212,1283,291,Home,2,430.09,22-03-2023,Germany,NetBanking,860.18
100213,1065,385,Home,4,327.64,18-09-2023,UK,PayPal,1310.56
100214,1169,226,Clothing,3,98.44,06-01-2023,Germany,Card,295.32
100215,1044,380,Electronics,3,36.19,10-08-2023,USA,PayPal,108.57
100216,1061,369,Books,1,215.06,25-10-2023,Germany,PayPal,215.06
100217,1440,386,Books,4,12.73,22-03-2023,Australia,UPI,50.92
100218,1133,374,Electronics,3,162.56,03-01-2023,Canada,NetBanking,487.68
100219,1283,361,Clothing,2,187.17,01-03-2023,USA,NetBanking,374.34
100220,1027,364,Books,2,190.92,09-08-2023,Canada,NetBanking,381.84
100221,1107,333,Home,4,489.78,15-12-2023,Australia,NetBanking,1959.12
100222,1043,334,Electronics,1,155.43,18-02-2023,UK,PayPal,155.43
100223,1339,352,Sports,4,136.29,16-08-2023,India,UPI,545.16
100224,1285,232,Clothing,1,69.04,17-10-2023,UK,NetBanking,69.04
100225,1445,254,Electronics,4,257.95,20-10-2023,USA,NetBanking,1031.8
100226,1330,385,Books,2,81.07,25-10-2023,Australia,UPI,162.14
100227,1127,206,Clothing,4,310.07,12-07-2023,Australia,PayPal,1240.28
100228,1347,256,Home,3,81.8,14-09-2023,India,PayPal,245.4
100229,1472,325,Clothing,3,290.45,13-04-2023,Germany,PayPal,871.35
100230,1230,211,Clothing,4,414,26-05-2023,USA,NetBanking,1656
100231,1189,215,Home,1,26.05,17-10-2023,India,NetBanking,26.05
100232,1224,242,Home,1,212.77,14-09-2023,Canada,NetBanking,212.77
100233,1384,316,Clothing,2,233.22,05-11-2023,India,PayPal,466.44
100234,1376,334,Home,2,396.58,05-10-2023,Canada,NetBanking,793.16
100235,1282,310,Electronics,1,236.62,08-07-2023,Canada,Card,236.62
100236,1445,250,Home,4,285.93,27-06-2023,Australia,UPI,1143.72
100237,1120,359,Home,2,396.65,16-01-2023,India,Card,793.3
100238,1115,274,Clothing,1,282.08,27-03-2023,Australia,Card,282.08
100239,1460,207,Electronics,1,182.36,05-09-2023,Australia,NetBanking,182.36
100240,1232,399,Sports,4,47.49,05-08-2023,UK,UPI,189.96
100241,1258,244,Sports,3,366.31,11-02-2023,UK,Card,1098.93
100242,1358,258,Books,1,436.21,13-07-2023,Australia,PayPal,436.21
100243,1197,331,Home,2,485.18,23-11-2023,Australia,PayPal,970.36
100244,1455,303,Home,4,463.67,12-06-2023,Canada,PayPal,1854.68
100245,1410,394,Electronics,4,399.72,03-10-2023,Australia,PayPal,1598.88
100246,1136,356,Sports,4,323.52,30-12-2023,USA,UPI,1294.08
100247,1317,356,Books,3,391.82,10-05-2023,India,PayPal,1175.46
100248,1164,297,Electronics,3,218.88,20-09-2023,USA,UPI,656.64
100249,1224,355,Home,2,299.41,26-06-2023,UK,UPI,598.82
100250,1306,278,Sports,2,177.61,22-09-2023,USA,UPI,355.22
100251,1233,323,Books,4,166.72,27-01-2023,Germany,UPI,666.88
100252,1171,371,Clothing,2,379.56,26-03-2023,Germany,NetBanking,759.12
100253,1151,203,Sports,1,229.7,15-07-2023,UK,Card,229.7
100254,1462,289,Books,3,110.02,12-11-2023,USA,NetBanking,330.06
100255,1314,303,Electronics,4,104.96,31-08-2023,India,Card,419.84
100256,1373,336,Clothing,4,430.29,08-12-2023,UK,NetBanking,1721.16
100257,1159,318,Books,1,340.49,26-06-2023,Germany,PayPal,340.49
100258,1095,332,Books,1,275.29,10-05-2023,UK,UPI,275.29
100259,1471,255,Home,1,203.46,25-05-2023,USA,PayPal,203.46
100260,1232,295,Sports,1,218.25,24-03-2023,USA,PayPal,218.25
100261,1179,377,Home,4,33.43,26-12-2023,USA,PayPal,133.72
100262,1112,274,Clothing,3,230.18,29-03-2023,Canada,NetBanking,690.54
100263,1317,342,Books,3,398.75,20-01-2023,USA,PayPal,1196.25
100264,1496,231,Home,1,197.05,18-08-2023,Australia,UPI,197.05
100265,1441,227,Sports,2,194.87,06-05-2023,Germany,UPI,389.74
100266,1051,221,Clothing,4,12.78,20-12-2023,Germany,Card,51.12
100267,1267,216,Electronics,3,231.63,20-02-2023,Canada,NetBanking,694.89
100268,1294,258,Home,1,17.54,29-03-2023,Germany,UPI,17.54
100269,1385,289,Clothing,2,287.32,19-06-2023,Germany,UPI,574.64
100270,1386,398,Electronics,2,255.86,04-03-2023,UK,NetBanking,511.72
100271,1112,305,Home,1,420.8,30-03-2023,USA,PayPal,420.8
100272,1100,384,Clothing,4,292.98,08-07-2023,Australia,UPI,1171.92
100273,1112,225,Clothing,3,165.1,09-07-2023,Australia,PayPal,495.3
100274,1439,224,Home,2,260.53,30-03-2023,UK,UPI,521.06
100275,1080,337,Clothing,3,351.35,14-12-2023,Australia,Card,1054.05
100276,1186,244,Books,3,51.51,28-11-2023,UK,PayPal,154.53
100277,1112,282,Home,2,312.43,26-01-2023,Australia,UPI,624.86
100278,1001,210,Clothing,1,458.73,25-06-2023,Germany,NetBanking,458.73
100279,1129,380,Electronics,2,153.07,30-12-2023,India,NetBanking,306.14
100280,1219,399,Electronics,2,315.18,21-09-2023,USA,NetBanking,630.36
100281,1053,303,Books,4,411.56,11-02-2023,India,UPI,1646.24
100282,1342,267,Home,3,258.34,29-04-2023,Germany,PayPal,775.02
100283,1484,294,Clothing,1,360.4,18-06-2023,Canada,Card,360.4
100284,1223,355,Clothing,3,158.95,18-04-2023,UK,Card,476.85
100285,1224,264,Electronics,2,156.5,27-05-2023,Australia,UPI,313
100286,1384,248,Books,1,335.45,25-06-2023,Australia,UPI,335.45
100287,1402,374,Electronics,1,354.18,08-07-2023,Germany,UPI,354.18
100288,1125,251,Electronics,1,468.82,09-06-2023,Australia,PayPal,468.82
100289,1129,301,Books,1,116.3,29-10-2023,Germany,NetBanking,116.3
100290,1052,381,Home,4,236.77,14-12-2023,India,PayPal,947.08
100291,1171,387,Clothing,1,129,15-03-2023,Canada,PayPal,129
100292,1217,256,Home,2,44.65,18-12-2023,UK,UPI,89.3
100293,1159,246,Sports,4,204.6,18-01-2023,Australia,Card,818.4
100294,1197,358,Sports,2,190.17,20-05-2023,Canada,PayPal,380.34
100295,1415,373,Sports,2,138.86,25-04-2023,Canada,Card,277.72
100296,1246,225,Books,3,152.01,24-11-2023,Canada,UPI,456.03
100297,1323,313,Electronics,1,183.4,13-08-2023,USA,PayPal,183.4
100298,1438,204,Home,1,494.47,15-02-2023,Canada,NetBanking,494.47
100299,1202,283,Clothing,2,392.56,07-02-2023,Germany,NetBanking,785.12
100300,1183,251,Sports,1,40.34,25-07-2023,USA,PayPal,40.34
100301,1122,304,Home,4,436.84,09-01-2023,USA,NetBanking,1747.36
100302,1400,253,Sports,3,318.49,10-09-2023,Canada,PayPal,955.47
100303,1254,360,Sports,1,445.84,18-04-2023,Australia,NetBanking,445.84
100304,1293,377,Clothing,1,174.15,08-04-2023,Australia,UPI,174.15
100305,1279,365,Books,4,234.94,02-10-2023,Australia,NetBanking,939.76
100306,1324,354,Electronics,3,448.63,12-03-2023,Australia,NetBanking,1345.89
100307,1371,214,Books,4,139.92,08-02-2023,Germany,UPI,559.68
100308,1097,260,Home,2,458.17,25-10-2023,Australia,UPI,916.34
100309,1197,321,Books,2,415.11,31-03-2023,UK,NetBanking,830.22
100310,1469,220,Home,1,490.38,07-08-2023,Canada,Card,490.38
100311,1394,245,Home,3,165.51,17-04-2023,USA,Card,496.53
100312,1239,396,Electronics,2,121.7,06-04-2023,UK,PayPal,243.4
100313,1143,333,Clothing,4,168.78,01-02-2023,Australia,NetBanking,675.12
100314,1096,237,Electronics,2,477.55,06-05-2023,UK,PayPal,955.1
100315,1200,261,Books,2,169.87,27-05-2023,USA,UPI,339.74
100316,1123,285,Home,4,284.78,07-10-2023,Australia,NetBanking,1139.12
100317,1186,389,Sports,1,204.82,24-01-2023,UK,UPI,204.82
100318,1325,277,Sports,3,201.13,28-07-2023,Germany,NetBanking,603.39
100319,1463,245,Home,1,100.72,30-04-2023,Germany,NetBanking,100.72
100320,1348,340,Electronics,4,270.85,01-10-2023,Canada,UPI,1083.4
100321,1258,202,Clothing,2,425.46,20-05-2023,Canada,NetBanking,850.92
100322,1147,205,Electronics,3,29.5,24-10-2023,UK,NetBanking,88.5
100323,1251,292,Home,1,445.17,09-12-2023,USA,PayPal,445.17
100324,1442,207,Home,4,334.41,23-03-2023,Germany,UPI,1337.64
100325,1419,371,Clothing,2,310.29,27-07-2023,India,Card,620.58
100326,1402,307,Books,2,314.82,02-02-2023,Canada,Card,629.64
100327,1345,360,Books,1,151.65,24-01-2023,Germany,NetBanking,151.65
100328,1450,274,Clothing,4,210.5,02-03-2023,Australia,PayPal,842
100329,1146,276,Books,2,400.65,07-11-2023,UK,NetBanking,801.3
100330,1147,249,Sports,2,156.66,08-07-2023,Germany,PayPal,313.32
100331,1351,210,Books,3,237.66,25-03-2023,Germany,NetBanking,712.98
100332,1198,294,Books,2,14.72,13-08-2023,UK,Card,29.44
100333,1307,355,Books,1,368.11,17-06-2023,Canada,UPI,368.11
100334,1488,269,Sports,4,211.76,05-07-2023,Canada,PayPal,847.04
100335,1416,368,Books,4,265.05,13-03-2023,India,NetBanking,1060.2
100336,1423,215,Sports,3,61.77,15-03-2023,India,NetBanking,185.31
100337,1127,267,Clothing,4,495.9,07-12-2023,Canada,PayPal,1983.6
100338,1038,298,Electronics,1,154.72,02-06-2023,Canada,PayPal,154.72
100339,1337,247,Clothing,2,319.32,06-04-2023,Canada,Card,638.64
100340,1359,383,Electronics,3,292.71,22-02-2023,Canada,PayPal,878.13
100341,1128,263,Clothing,4,393.62,23-06-2023,Germany,NetBanking,1574.48
100342,1266,386,Electronics,3,150.45,20-04-2023,India,Card,451.35
100343,1475,289,Electronics,3,379.18,12-11-2023,UK,Card,1137.54
100344,1440,389,Home,4,194.34,20-02-2023,USA,UPI,777.36
100345,1472,275,Electronics,3,208.52,10-09-2023,UK,UPI,625.56
100346,1433,338,Electronics,4,337.99,14-03-2023,Australia,UPI,1351.96
100347,1150,300,Home,1,393.22,31-07-2023,USA,PayPal,393.22
100348,1414,288,Books,4,335.1,31-07-2023,Germany,Card,1340.4
100349,1477,217,Books,2,450.44,08-09-2023,Australia,PayPal,900.88
100350,1297,218,Home,4,146.15,17-06-2023,India,Card,584.6
100351,1098,254,Sports,2,450.81,20-09-2023,USA,NetBanking,901.62
100352,1262,301,Electronics,3,69.78,27-11-2023,Canada,PayPal,209.34
100353,1251,317,Electronics,4,331.47,18-08-2023,Australia,Card,1325.88
100354,1143,353,Home,2,276.08,27-08-2023,Germany,UPI,552.16
100355,1345,333,Home,4,249.84,02-10-2023,USA,UPI,999.36
100356,1111,203,Sports,4,158.9,23-05-2023,Canada,NetBanking,635.6
100357,1499,307,Books,4,254.35,11-03-2023,Australia,PayPal,1017.4
100358,1059,314,Clothing,1,85.08,08-11-2023,Germany,Card,85.08
100359,1368,228,Books,2,187.81,23-06-2023,Australia,UPI,375.62
100360,1001,258,Electronics,1,53.85,02-12-2023,USA,Card,53.85
100361,1384,324,Home,1,288.06,19-04-2023,Canada,PayPal,288.06
100362,1303,297,Sports,2,52.41,22-07-2023,India,UPI,104.82
100363,1253,216,Books,4,84.37,04-07-2023,Germany,NetBanking,337.48
100364,1139,306,Sports,1,47.31,18-10-2023,USA,NetBanking,47.31
100365,1452,242,Books,1,193.75,24-11-2023,Canada,PayPal,193.75
100366,1036,279,Electronics,1,421.77,02-04-2023,India,PayPal,421.77
100367,1159,393,Clothing,4,453.91,16-09-2023,Australia,Card,1815.64
100368,1008,361,Sports,1,40.59,18-11-2023,Canada,NetBanking,40.59
100369,1232,207,Sports,3,319.1,25-07-2023,India,PayPal,957.3
100370,1098,340,Clothing,2,343.77,21-02-2023,USA,PayPal,687.54
100371,1146,305,Sports,3,269.22,15-12-2023,Canada,NetBanking,807.66
100372,1303,207,Sports,4,335.16,30-06-2023,Canada,Card,1340.64
100373,1207,295,Books,1,120.68,30-10-2023,UK,Card,120.68
